"date","lat","long","dayl","prcp","srad","swe","tmax","tmin","vp","EVI","NDVI","ET","LE","PET","PLE","FPAR","LAI","crop","week","year"
"2000-02-18",39.7462623413951,-89.4193702952355,38584.1224544574,2.80439811989522,282.988938672922,24.0650616681118,10.957627120037,0.622984750978046,687.541510026282,1485.26821035278,2896.30970044962,88.9975523149667,276.1672280932,166.921085531082,516.845511398814,7.74097044059331,1.15801269512049,"2","1",2000
"2000-02-25",39.7462623413951,-89.4193702952355,39660.5761368545,3.23577695999834,314.634723148427,11.6951120571626,15.3579968561617,3.53793169807251,821.199308664398,1485.26821035278,2896.30970044962,74.7493593632767,231.868296265486,198.977660312921,616.47491747437,14.1262383913152,2.13075846550687,"2","2",2000
"2000-03-03",39.7462623413951,-89.4193702952355,40768.7540556893,0.265447582134939,379.429845206115,6.36025319650548,18.2818345150285,2.53921192175141,751.112674747191,1670.27977432178,3088.81232758169,64.5929800093898,200.188077844319,248.917841449405,770.360942046701,20.8596380129545,3.22184119568334,"2","3",2000
"2000-03-10",39.7462623413951,-89.4193702952355,41897.4632003883,2.23966028851787,331.126953822637,3.03649943564478,10.3255310724544,-1.86208597444519,535.7038072896,1670.27977432178,3088.81232758169,75.5795125545505,234.502811634805,228.956695887664,708.89909782377,18.6205125018854,2.92475181054798,"2","4",2000
"2000-03-17",39.7462623413951,-89.4193702952355,43036.747772405,3.64960182511878,283.057533179355,1.77870648628646,11.3417066831985,1.85614701663541,712.457252034064,1923.04278437838,3496.38154748493,83.9238312785453,260.064256894011,249.879811369156,773.284476343372,21.5765014199419,3.53553893528272,"2","5",2000
"2000-03-24",39.7462623413951,-89.4193702952355,44177.337180319,1.10593125704724,393.61138844364,0.334605926085038,16.670275456846,2.64017125931315,746.751342325708,1923.04278437838,3496.38154748493,78.1214219905501,241.714514170587,314.075057521742,971.180712949905,26.6152063770958,4.52401664600878,"2","6",2000
"2000-03-31",39.7462623413951,-89.4193702952355,45310.0469233444,0.574266015245007,401.082694179627,0.0465485784882256,16.7879133768416,2.88645155820272,737.422932227637,2161.71640459916,3877.53018770818,76.7133752579953,237.685633178487,315.994647979817,978.483567273175,26.4807124265042,4.92344058656223,"2","7",2000
"2000-04-07",39.7462623413951,-89.4193702952355,46425.1764085222,2.17805883780726,394.194847819921,0.000213879007957288,13.6820260810008,0.717712950464805,635.028458519506,2161.71640459916,3877.53018770818,98.4937430279383,304.230634876675,315.032634375999,972.950481684626,27.5340306659968,5.55129632778202,"2","8",2000
"2000-04-14",39.7462623413951,-89.4193702952355,47511.9382259743,6.42647293725858,353.707085517996,0,19.2053337647045,6.7446525152288,953.833161885188,2161.71640459916,3877.53018770818,98.4937430279383,304.230634876675,315.032634375999,972.950481684626,27.5340306659968,5.55129632778202,"2","9",2000
"2000-04-21",39.7462623413951,-89.4193702952355,48557.9790476406,2.08608869049114,423.963177022903,0,18.5615462276056,4.33897382423083,824.478789986264,2406.29228292107,4224.10847927546,89.7283520391009,276.55888396192,371.935443191818,1145.97222696993,28.153176109782,5.87859022664744,"2","10",2000
"2000-04-28",39.7462623413951,-89.4193702952355,49549.05351998,1.04779093044887,437.192549717337,0,23.5893910376344,8.76248958252313,1120.61918619146,2406.29228292107,4224.10847927546,97.0836777609437,298.14364767758,433.243391414552,1331.52646923457,31.2739496304694,6.80487433419249,"2","11",2000
"2000-05-05",39.7462623413951,-89.4193702952355,50468.9249371017,4.94529797144529,339.033204855231,0,26.1835078400971,14.7986224103714,1700.60122015109,3044.4517322302,4762.03274046017,140.133210152228,429.494115252791,439.835820192188,1348.97723569873,36.4146556053727,8.7029053357687,"2","12",2000
"2000-05-12",39.7462623413951,-89.4193702952355,51299.5947241649,3.39960053518153,383.999253669912,0,23.4715007735268,11.1072842485545,1365.2052105479,3044.4517322302,4762.03274046017,145.928650297771,447.661893334509,413.082532282637,1267.93326596742,36.1139569416864,8.96400897479855,"2","13",2000
"2000-05-19",39.7462623413951,-89.4193702952355,52021.9227298766,1.33168481902097,404.734927280735,0,23.7818685158383,11.160090861195,1325.51711619157,3396.34422468969,5107.71997171189,146.524964105555,449.313834359054,426.487712620814,1307.31083793394,37.0545262311587,9.38439465143625,"2","14",2000
"2000-05-26",39.7462623413951,-89.4193702952355,52616.6860885087,7.47879213404006,344.559294813101,0,24.687908074551,14.0744998519138,1610.00178400744,3396.34422468969,5107.71997171189,154.79498877777,474.158291902213,501.877621547407,1537.0261321352,44.049802759797,11.7936015528783,"2","15",2000
"2000-06-02",39.7462623413951,-89.4193702952355,53066.021133183,1.34637115130829,425.219113364462,0,24.3884259244789,11.7833537166206,1393.00625454577,3776.03498636685,5643.62126416198,171.342575509632,523.808231915615,520.391550643746,1591.02447979971,47.7237411995816,13.2744264810668,"2","16",2000
"2000-06-09",39.7462623413951,-89.4193702952355,53355.0880590261,6.56918594342065,336.928472160794,0,29.1898154684789,18.3715136759351,2125.48790317275,3776.03498636685,5643.62126416198,171.342575509632,523.808231915615,520.391550643746,1591.02447979971,47.7237411995816,13.2744264810668,"2","17",2000
